customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3351-9445,Female,0,Yes,No,23,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,76.08,1754.07,No
3352-1953,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.91,826.18,No
3353-7554,Male,0,No,Yes,1,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),78.68,173.25,No
3354-9776,Male,0,Yes,No,63,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.93,5664.78,No
3355-4970,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,92.12,1665.12,No
3356-1510,Male,0,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.07,1873.87,No
3357-8889,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),67.44,807.91,No
3358-2685,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),92.88,3557.48,No
3359-5746,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.58,620.83,No
3360-9859,Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,88.98,918.12,No
3361-7702,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.36,1591.57,No
3362-1416,Female,0,No,Yes,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,106.12,6987.25,No
3363-8383,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.18,1733.54,No
3364-2451,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.53,1712.46,No
3365-7743,Female,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),49.01,721.99,No
3366-6587,Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.87,3322.97,No
3367-3590,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.13,1586.62,No
3368-4812,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),104.9,5139.84,No
3369-2060,Male,0,No,No,62,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,104.44,6476.79,No
3370-9880,Female,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,75.67,1192.76,No
3371-3144,Female,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.58,3163.21,Yes
3372-3777,Male,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),92.06,2294.37,No
3373-5525,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.4,4260.32,Yes
3374-7050,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.6,601.63,No
3375-5546,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.32,1817.68,No
3376-5545,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,87.0,4565.04,No
3377-6243,Male,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,0.0,No
3378-8718,Female,0,No,Yes,18,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),66.03,1161.67,No
3379-4555,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,98.86,5069.15,Yes
3380-8488,Female,0,Yes,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.7,752.62,No
3381-8081,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,84.86,3733.17,No
3382-9648,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.55,865.1,Yes
3383-9217,Male,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.14,865.45,No
3384-8182,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,93.35,2514.7,No
3385-3220,Female,0,Yes,No,65,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),64.78,4247.48,No
3386-7967,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.53,1693.56,No
3387-7627,Male,0,No,No,53,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.74,4538.97,No
3388-3605,Female,0,Yes,No,57,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),55.66,3228.29,No
3389-7101,Female,0,No,No,31,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),67.91,2016.64,Yes
3390-3276,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.23,574.56,Yes
3391-5707,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.7,172.42,No
3392-8169,Female,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.93,922.12,No
3393-2696,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.36,4729.99,No
3394-4032,Female,1,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.83,2862.36,Yes
3395-8156,Female,1,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.7,1758.95,No
3396-5083,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,95.94,3543.09,No
3397-9644,Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.85,4261.26,No
3398-1071,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.95,102.62,No
3399-7495,Female,1,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.85,1350.99,No
3400-8326,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,101.8,6609.01,No
3401-9259,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),73.37,2657.62,Yes
3402-2410,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.3,2051.14,No
3403-9856,Female,1,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.3,1630.37,Yes
3404-4530,Female,0,No,No,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.96,2455.33,No
3405-4168,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.77,1760.27,No
3406-4199,Female,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,68.41,2971.74,No
3407-6743,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,79.83,3902.65,No
3408-6932,Female,1,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),64.35,1937.84,No
3409-5264,Male,0,Yes,No,40,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.2,2523.52,No
3410-1639,Female,0,No,No,27,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.37,1442.23,No
3411-9878,Female,0,No,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,59.63,2935.06,No
3412-2998,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,84.99,377.27,Yes
3413-1844,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),100.22,3671.68,No
3414-6375,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.68,7156.26,No
3415-4710,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),101.98,321.17,No
3416-6539,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),61.8,1947.66,No
3417-8878,Male,1,No,Yes,48,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,81.82,3927.74,No
3418-1875,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.78,223.27,No
3419-3556,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),105.85,,Yes
3420-5648,Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),70.84,837.79,No
3421-8089,Female,0,Yes,Yes,16,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,48.74,676.81,Yes
3422-6405,Female,1,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.83,5341.97,No
3423-4444,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.2,1023.28,No
3424-6489,Female,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.42,1411.66,No
3425-9818,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.1,701.95,No
3426-5320,Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,101.09,3947.84,Yes
3427-8950,Male,0,Yes,Yes,66,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),90.01,5945.93,No
3428-8018,Male,0,No,Yes,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,86.01,5171.92,No
3429-3711,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,86.28,417.58,No
3430-3245,Female,0,No,Yes,6,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),69.45,442.44,No
3431-7930,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),71.43,1916.2,Yes
3432-2867,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,54.45,3270.0,No
3433-4031,Male,0,No,No,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,69.72,3916.05,No
3434-3118,Female,0,Yes,No,45,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.71,2743.4,No
3435-6456,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.26,1535.45,No
3436-3646,Male,1,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.55,1217.35,No
3437-6925,Female,1,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,97.88,5159.85,No
3438-9412,Female,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,57.84,4016.47,No
3439-8465,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.5,5898.08,No
3440-9530,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.07,1634.5,No
3441-1220,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.92,3745.75,No
3442-5098,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.24,500.01,No
3443-2981,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.87,1927.4,No
3444-9259,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.17,561.19,No
3445-7406,Male,1,No,Yes,30,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,88.49,2545.05,No
3446-3881,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.26,506.27,No
3447-6071,Male,0,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,82.11,1721.87,No
3448-6448,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.54,470.44,No
3449-5459,Female,1,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.4,952.07,No
3450-5268,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,76.72,243.02,Yes
3451-1496,Female,1,Yes,No,56,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.75,2885.83,No
3452-5071,Female,1,No,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,80.53,3789.58,No
3453-4134,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.1,3634.41,No
3454-8363,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.73,1571.97,No
3455-8785,Male,0,Yes,No,56,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.01,3525.69,No
3456-7752,Male,0,Yes,No,49,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.1,3302.6,No
3457-1278,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,81.4,3653.82,No
3458-8570,Female,0,No,Yes,13,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,84.39,1150.04,No
3459-4567,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.73,4101.84,No
3460-4746,Female,0,Yes,No,35,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),61.57,2225.35,No
3461-9505,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.66,1099.8,No
3462-8804,Female,0,No,Yes,35,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.74,2461.93,No
3463-1457,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,52.47,1307.91,No
3464-4238,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,87.33,1206.43,No
3465-7746,Female,0,Yes,No,40,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),75.89,2945.63,No
3466-5849,Male,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),74.07,4703.11,No
3467-3318,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),95.16,201.42,No
3468-5722,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,73.45,795.62,No
3469-8798,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.44,1915.48,No
3470-3009,Male,0,No,No,50,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.43,3176.78,No
3471-7713,Female,1,No,No,17,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,76.54,1426.83,No
3472-7612,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),77.27,1971.38,No
3473-8970,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.35,383.6,Yes
3474-3681,Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),51.79,3154.65,No
3475-2943,Male,0,No,Yes,48,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,45.81,2173.93,No
3476-5928,Female,1,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.17,564.94,No
3477-5781,Male,1,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.25,471.58,No
3478-4685,Male,0,No,Yes,50,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.18,3013.25,No
3479-8012,Female,0,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,62.91,2493.79,No
3480-8190,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,69.83,3876.88,No
3481-3211,Female,1,No,Yes,18,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.89,1213.3,No
3482-8158,Female,0,Yes,No,72,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.2,4796.34,No
3483-3076,Male,1,No,Yes,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.9,630.08,No
3484-4668,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),103.81,1409.07,Yes
3485-1244,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.2,1423.22,No
3486-4063,Female,0,No,No,41,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,72.0,3010.15,No
3487-9625,Female,0,No,No,28,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,41.61,1275.86,No
3488-4982,Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.98,3099.58,No
3489-7389,Male,0,No,Yes,41,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.7,3092.59,No
3490-1971,Female,0,No,No,29,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),46.6,1388.26,No
3491-6719,Male,0,Yes,No,15,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.82,736.66,Yes
3492-4343,Male,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.66,3783.33,No
3493-7695,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,70.22,2756.93,No
3494-9351,Male,0,Yes,No,65,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,69.8,4524.64,No
3495-5783,Female,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,101.81,2973.02,No
3496-1925,Female,1,Yes,Yes,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),81.55,1568.43,No
3497-5284,Female,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.97,219.27,No
3498-2107,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.51,1758.68,No
3499-5045,Male,0,No,No,53,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.31,3111.43,No
3500-1550,Male,0,No,Yes,20,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,63.6,1136.85,No
3501-6763,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.65,1281.28,No
3502-3793,Male,1,No,No,15,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,53.95,923.66,No
3503-2813,Male,0,Yes,No,67,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),61.03,4050.32,No
3504-1155,Male,0,No,No,65,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,59.17,3820.6,No
