gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,34,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,40.78,1384.36,0
Female,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.82,3405.1,0
Female,1,No,Yes,70,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,47.92,3484.38,0
Female,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,90.1,5048.25,0
Male,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.8,953.05,0
Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.8,1542.06,0
Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),89.62,2129.74,0
Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,81.3,1517.88,0
Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.35,1523.0,0
Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),86.13,6356.62,0
Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.71,3558.77,0
Female,0,No,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.05,2175.77,0
Male,0,No,Yes,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),91.09,2911.85,1
Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),69.47,3379.17,0
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,85.11,4364.32,0
Male,0,No,No,21,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),71.76,1599.95,0
Female,0,No,No,53,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,81.91,4451.97,0
Female,0,No,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,94.23,3582.47,0
Female,1,No,No,42,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,91.55,3856.88,0
Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),95.6,1885.57,0
Female,0,Yes,No,23,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,44.11,935.77,0
Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.92,2127.88,0
Male,1,No,Yes,45,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),94.58,4364.33,0
Female,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.83,848.06,0
Female,0,No,No,39,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),60.43,2259.7,0
Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.07,3579.88,0
Male,0,No,Yes,58,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.29,4663.72,0
Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,102.07,6372.34,0
Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.16,1491.63,0
Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.22,0.0,1
Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.41,1035.68,0
Male,1,Yes,Yes,15,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),71.96,992.94,1
Male,0,Yes,No,1,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,52.65,157.85,0
Female,1,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.54,2081.73,0
Male,1,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,366.49,0
Female,1,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),78.07,1312.77,0
Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,77.48,1859.49,0
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,70.47,2301.66,0
Female,0,No,No,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,78.76,3285.54,0
Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.87,670.43,0
Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.19,4874.82,0
Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,60.12,721.4,0
Male,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.54,4287.59,0
Male,0,No,No,62,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,54.03,3449.13,0
Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.77,3822.3,1
Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.06,242.12,1
Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.58,4118.8,0
Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.98,4631.29,1
Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.55,3803.56,0
Female,0,Yes,Yes,20,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,61.42,1205.89,0
Female,0,Yes,No,31,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,57.04,1668.66,0
Male,0,Yes,No,30,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,63.09,1950.09,0
Male,0,Yes,No,44,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),57.41,2548.75,0
Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.23,796.54,0
Female,1,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,90.1,2637.29,0
Male,1,No,No,66,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),58.14,3962.4,0
Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),67.39,2237.73,0
Male,0,Yes,No,43,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,52.28,2333.17,0
Female,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,86.45,5782.23,0
Male,0,Yes,No,68,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.2,4181.22,0
Male,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.89,1193.01,0
Female,1,No,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,74.36,1442.39,0
Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),90.49,668.97,0
Female,0,Yes,No,62,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),68.17,4210.24,0
Male,0,Yes,No,38,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,64.67,2331.66,0
Male,1,Yes,No,41,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),61.86,2362.32,0
Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.35,2195.07,0
Male,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.31,876.23,0
Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.33,406.54,0
Male,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.35,1261.16,0
Female,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.79,5169.56,0
Male,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.64,338.34,0
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.8,2085.33,0
Female,0,Yes,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,806.14,0
Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,72.03,2968.26,0
Female,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,58.76,4159.48,0
Male,1,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),81.34,1873.5,0
Male,0,Yes,No,54,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,55.41,3006.35,0
Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),85.04,0.0,0
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.38,1770.77,0
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,67.05,60.33,1
Male,1,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),89.79,0.0,1
Female,0,Yes,No,28,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.91,1643.68,0
Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,81.48,2294.06,0
Male,1,No,No,57,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.57,2794.56,0
Female,0,Yes,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,1195.22,0
Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.83,2583.23,0
Male,0,No,No,45,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.63,2889.74,0
Female,0,No,No,11,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,52.75,524.85,0
Male,0,No,No,48,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.0,2723.98,0
Male,0,No,No,35,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.12,2333.41,0
Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),87.61,3250.85,0
Female,0,No,No,36,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.86,2174.95,0
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.67,6796.51,1
Female,0,Yes,Yes,27,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.56,2040.08,0
Male,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,61.7,4216.37,0
Male,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,675.06,0
Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.22,1692.32,0
Male,0,Yes,No,67,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),65.02,4418.84,0
Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,68.91,4219.91,0
Female,0,No,Yes,32,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,57.29,1810.53,0
Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.89,431.29,1
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.05,334.37,0
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,74.38,1900.97,0
Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),88.33,4182.23,0
Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.61,1799.32,0
Male,0,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),59.08,165.95,1
Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,101.48,3325.38,0
Female,0,Yes,Yes,68,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.36,4569.83,0
Male,0,No,Yes,60,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,57.84,3583.98,0
Female,0,Yes,Yes,68,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,84.59,5886.89,0
Female,0,No,No,69,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.29,5579.54,0
Female,0,No,No,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,69.64,441.71,0
Male,0,Yes,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,70.4,3517.32,0
Male,1,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,726.3,0
Female,0,No,Yes,34,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,63.46,2113.34,0
Female,0,No,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.51,3993.31,1
Male,0,No,No,68,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),59.29,4094.29,0
Male,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.05,952.72,0
Female,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,55.73,2623.7,0
Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),88.17,2896.42,0
Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,84.48,3909.31,1
Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),92.4,6431.24,0
Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.06,1862.33,0
Male,0,No,No,16,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),45.38,675.52,1
Male,0,Yes,Yes,63,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),55.59,3468.58,0
Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,71.8,2875.35,0
Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.25,3602.06,0
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.33,23.8,0
Female,1,Yes,Yes,32,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.57,1946.66,0
Female,0,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,292.41,0
Female,0,Yes,Yes,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.16,378.48,0
Female,0,No,No,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),76.18,4716.46,0
Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.01,823.71,1
Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),80.06,4185.16,0
Male,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),77.75,4066.12,0
Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.45,1597.33,0
Female,0,No,No,61,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),47.45,2858.15,0
Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.27,221.86,0
Female,0,No,No,1,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,75.77,32.83,0
Female,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,44.86,2704.51,0
Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.43,241.66,0
Male,0,No,No,21,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,61.7,1356.56,1
Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.19,4894.63,0
Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.47,970.68,0
Male,0,No,No,14,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),61.92,808.85,0
Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.96,1485.94,0
Female,0,No,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),100.07,6142.91,0
Male,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),77.84,2983.17,0
Male,0,No,No,67,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),61.28,4091.33,0
Female,0,No,No,41,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),62.42,2490.6,0
Male,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,87.57,4118.85,0
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,100.95,2497.2,1
Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.94,205.74,1
Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,79.11,2890.1,0
Female,0,No,Yes,53,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),71.1,3788.28,0
Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.88,808.63,0
Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,94.94,5892.69,0
Female,0,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,851.67,0
